date_time,load
2025-03-04 23:30:00,12476.2858479818
2025-03-04 23:45:00,12331.2384195964
2025-03-05 00:00:00,12185.9893066406
2025-03-05 00:15:00,12606.8809407552
2025-03-05 00:30:00,12539.7649576823
2025-03-05 00:45:00,12475.6251139323
2025-03-05 01:00:00,12213.6745686849
2025-03-05 01:15:00,11967.5916666667
2025-03-05 01:30:00,11809.3598144531
2025-03-05 01:45:00,11734.68203125
2025-03-05 02:00:00,11541.2301025391
2025-03-05 02:15:00,11683.376155599
2025-03-05 02:30:00,11667.2237141927
2025-03-05 02:45:00,11649.1680582682
2025-03-05 03:00:00,11352.1468994141
2025-03-05 03:15:00,11765.7643147787
2025-03-05 03:30:00,11824.541796875
2025-03-05 03:45:00,11826.5975585938
2025-03-05 04:00:00,12084.2942871094
2025-03-05 04:15:00,12455.7157552083
2025-03-05 04:30:00,12557.3458496094
2025-03-05 04:45:00,12640.9170817057
2025-03-05 05:00:00,12714.4649983724
2025-03-05 05:15:00,12858.039835612
2025-03-05 05:30:00,13073.7533691406
2025-03-05 05:45:00,13280.5074381511
2025-03-05 06:00:00,13030.4569986979
2025-03-05 06:15:00,13446.7329264323
2025-03-05 06:30:00,14128.1107177735
2025-03-05 06:45:00,14741.1202148438
2025-03-05 07:00:00,15269.7669759115
2025-03-05 07:15:00,15634.1920654297
2025-03-05 07:30:00,15914.1354736328
2025-03-05 07:45:00,15937.3969319662
2025-03-05 08:00:00,15999.8619873047
2025-03-05 08:15:00,16172.2098063151
2025-03-05 08:30:00,16436.1605061849
2025-03-05 08:45:00,16740.634749349
2025-03-05 09:00:00,17169.9986328125
2025-03-05 09:15:00,17794.3470052083
2025-03-05 09:30:00,17785.2671549479
2025-03-05 09:45:00,18055.0996582031
2025-03-05 10:00:00,17976.1250976563
2025-03-05 10:15:00,17985.6611653646
2025-03-05 10:30:00,18146.4768066406
2025-03-05 10:45:00,18181.9695963542
2025-03-05 11:00:00,17914.7978352865
2025-03-05 11:15:00,17971.0047200521
2025-03-05 11:30:00,18000.7131022135
2025-03-05 11:45:00,17822.367985026
2025-03-05 12:00:00,17656.8258300782
2025-03-05 12:15:00,17796.2632486979
2025-03-05 12:30:00,17889.7475585938
2025-03-05 12:45:00,17919.0820963542
2025-03-05 13:00:00,17857.2334798177
2025-03-05 13:15:00,17906.1600260417
2025-03-05 13:30:00,17659.2208821615
2025-03-05 13:45:00,17455.6372233073
2025-03-05 14:00:00,17351.4663574219
2025-03-05 14:15:00,17344.9909830729
2025-03-05 14:30:00,17246.2534179688
2025-03-05 14:45:00,17355.0304199219
2025-03-05 15:00:00,17319.7145996094
2025-03-05 15:15:00,17435.1653483073
2025-03-05 15:30:00,17476.5591145833
2025-03-05 15:45:00,17323.1983886719
2025-03-05 16:00:00,16995.93671875
2025-03-05 16:15:00,16736.4494140625
2025-03-05 16:30:00,16490.2981770834
2025-03-05 16:45:00,16032.1903401693
2025-03-05 17:00:00,15553.0772623698
2025-03-05 17:15:00,15144.4973470052
2025-03-05 17:30:00,14871.9534505208
2025-03-05 17:45:00,14669.6883626302
2025-03-05 18:00:00,13302.3794514974
2025-03-05 18:15:00,12223.0602945963
2025-03-05 18:30:00,12231.9170898438
2025-03-05 18:45:00,12372.2595377604
2025-03-05 19:00:00,12373.3950032552
2025-03-05 19:15:00,12285.2159830729
2025-03-05 19:30:00,12187.1525065104
2025-03-05 19:45:00,12162.166381836
2025-03-05 20:00:00,12121.2249593099
